Train_Indices,Validation_Indices,Test_Indices
11054,31725.0,32566.0
11055,31727.0,32574.0
11057,31739.0,32582.0
11058,31745.0,32584.0
11059,31749.0,32586.0
11061,31754.0,32591.0
11062,31761.0,32602.0
11064,31777.0,32604.0
11065,31781.0,32605.0
11067,31786.0,32619.0
11068,31787.0,32620.0
11069,31789.0,32621.0
11071,31790.0,32623.0
11074,31792.0,32626.0
11076,31794.0,32627.0
11077,31798.0,32634.0
11079,31803.0,32645.0
11080,31811.0,32646.0
11083,31813.0,32661.0
11084,31816.0,32665.0
11085,31832.0,32666.0
11087,31851.0,32669.0
11088,31858.0,32678.0
11089,31865.0,32689.0
11091,31866.0,32693.0
11093,31869.0,32705.0
11094,31872.0,32707.0
11095,31879.0,32709.0
11096,31882.0,32716.0
11097,31885.0,32718.0
11098,31891.0,32721.0
11099,31901.0,32724.0
11100,31912.0,32728.0
11101,31922.0,32733.0
11102,31926.0,32741.0
11105,31928.0,32742.0
11107,31930.0,32743.0
11108,31933.0,32748.0
11109,31950.0,32754.0
11110,31952.0,32756.0
11111,31957.0,32757.0
11113,31963.0,32766.0
11114,31977.0,32768.0
11115,31980.0,32769.0
11116,31982.0,32775.0
11117,31983.0,32776.0
11119,31986.0,32780.0
11120,31991.0,32788.0
11122,31992.0,32793.0
11123,31998.0,32804.0
11124,32008.0,32807.0
11125,32009.0,32810.0
11126,32015.0,32812.0
11127,32020.0,32816.0
11129,32022.0,32825.0
11130,32024.0,32836.0
11136,32027.0,32839.0
11137,32037.0,32840.0
11138,32040.0,32854.0
11140,32047.0,32866.0
11141,32060.0,32869.0
11143,32064.0,32875.0
11145,32067.0,32887.0
11146,32075.0,32893.0
11147,32079.0,32900.0
11148,32082.0,32902.0
11149,32086.0,32918.0
11150,32090.0,32923.0
11153,32092.0,32943.0
11154,32094.0,32955.0
11156,32096.0,32957.0
11157,32107.0,32964.0
11158,32116.0,32970.0
11159,32120.0,32975.0
11160,32124.0,32980.0
11162,32129.0,32983.0
11163,32131.0,32992.0
11164,32136.0,33008.0
11167,32138.0,33013.0
11169,32143.0,33015.0
11170,32145.0,33017.0
11171,32148.0,33021.0
11173,32154.0,33022.0
11174,32155.0,33033.0
11176,32156.0,33035.0
11178,32164.0,33045.0
11179,32171.0,33051.0
11182,32182.0,33064.0
11184,32185.0,33065.0
11185,32189.0,33068.0
11186,32195.0,33069.0
11188,32200.0,33072.0
11190,32206.0,33074.0
11191,32215.0,33093.0
11192,32221.0,33098.0
11194,32224.0,33102.0
11195,32229.0,33107.0
11196,32231.0,33111.0
11197,32236.0,33113.0
11198,32237.0,33117.0
11201,32241.0,33147.0
11204,32248.0,33152.0
11207,32250.0,33166.0
11211,32253.0,33175.0
11212,32255.0,33197.0
11214,32260.0,33199.0
11215,32264.0,33202.0
11217,32265.0,33214.0
11219,32267.0,33215.0
11222,32277.0,33216.0
11224,32293.0,33222.0
11226,32295.0,33228.0
11228,32298.0,33234.0
11229,32310.0,33246.0
11232,32314.0,33247.0
11233,32320.0,33259.0
11234,32327.0,33262.0
11235,32329.0,33263.0
11237,32330.0,33264.0
11239,32339.0,33270.0
11242,32346.0,33271.0
11243,32353.0,33274.0
11245,32360.0,33277.0
11246,32363.0,33285.0
11247,32365.0,33296.0
11250,32367.0,33300.0
11251,32373.0,33319.0
11254,32374.0,33345.0
11255,32382.0,33346.0
11256,32389.0,33347.0
11257,32390.0,33359.0
11262,32395.0,33364.0
11263,32397.0,33367.0
11266,32398.0,33368.0
11267,32408.0,33373.0
11269,32410.0,33378.0
11272,32418.0,33386.0
11277,32432.0,33389.0
11278,32439.0,33404.0
11279,32443.0,33412.0
11281,32466.0,33426.0
11283,32467.0,33429.0
11284,32480.0,33432.0
11285,32481.0,33433.0
11286,32486.0,33439.0
11287,32487.0,33452.0
11288,32489.0,33458.0
11289,32490.0,33464.0
11291,32497.0,33467.0
11293,32499.0,33468.0
11295,32502.0,33476.0
11299,32516.0,33478.0
11301,32521.0,33483.0
11302,32523.0,33485.0
11304,32528.0,33497.0
11307,32532.0,33502.0
11309,32533.0,33513.0
11310,32539.0,33516.0
11315,32540.0,33529.0
11316,32547.0,33535.0
11317,32560.0,33536.0
11319,32561.0,33544.0
11320,32568.0,33545.0
11322,32569.0,33546.0
11323,32570.0,33561.0
11326,32573.0,33566.0
11327,32577.0,33567.0
11329,32581.0,33570.0
11331,32585.0,33580.0
11332,32588.0,33585.0
11336,32598.0,33604.0
11338,32600.0,33612.0
11339,32603.0,33620.0
11340,32611.0,33625.0
11341,32622.0,33626.0
11342,32637.0,33627.0
11344,32642.0,33635.0
11346,32648.0,33636.0
11347,32649.0,33637.0
11348,32650.0,33651.0
11349,32659.0,33655.0
11351,32662.0,33668.0
11352,32663.0,33671.0
11356,32667.0,33677.0
11357,32670.0,33679.0
11359,32671.0,33686.0
11360,32673.0,33704.0
11361,32674.0,33709.0
11364,32695.0,33713.0
11365,32700.0,33717.0
11366,32710.0,33727.0
11367,32712.0,33728.0
11368,32719.0,33729.0
11372,32720.0,33732.0
11373,32726.0,33734.0
11374,32731.0,33746.0
11375,32734.0,33747.0
11376,32750.0,33748.0
11377,32753.0,33755.0
11378,32759.0,33756.0
11381,32763.0,33763.0
11382,32765.0,33764.0
11383,,
11384,,
11387,,
11389,,
11390,,
11391,,
11392,,
11393,,
11394,,
11395,,
11396,,
11398,,
11399,,
11400,,
11402,,
11405,,
11407,,
11408,,
11412,,
11415,,
11416,,
11417,,
11418,,
11420,,
11421,,
11424,,
11425,,
11426,,
11431,,
11433,,
11435,,
11436,,
11437,,
11438,,
11439,,
11441,,
11442,,
11443,,
11445,,
11450,,
11453,,
11454,,
11456,,
11458,,
11459,,
11462,,
11463,,
11464,,
11465,,
11467,,
11468,,
11470,,
11471,,
11472,,
11474,,
11476,,
11478,,
11479,,
11480,,
11481,,
11482,,
11485,,
11486,,
11488,,
11491,,
11492,,
11494,,
11495,,
11497,,
11500,,
11501,,
11502,,
11503,,
11507,,
11508,,
11512,,
11513,,
11514,,
11516,,
11518,,
11520,,
11522,,
11523,,
11526,,
11527,,
11528,,
11529,,
11530,,
11531,,
11532,,
11534,,
11535,,
11536,,
11538,,
11541,,
11544,,
11546,,
11547,,
11548,,
11550,,
11555,,
11556,,
11557,,
11559,,
11563,,
11564,,
11565,,
11568,,
11569,,
11571,,
11572,,
11573,,
11574,,
11576,,
11577,,
11578,,
11580,,
11581,,
11582,,
11584,,
11586,,
11587,,
11588,,
11591,,
11592,,
11593,,
11594,,
11595,,
11596,,
11597,,
11598,,
11602,,
11603,,
11604,,
11606,,
11607,,
11610,,
11611,,
11612,,
11614,,
11615,,
11616,,
11617,,
11618,,
11621,,
11623,,
11626,,
11627,,
11630,,
11631,,
11633,,
11634,,
11636,,
11637,,
11638,,
11641,,
11644,,
11645,,
11650,,
11651,,
11653,,
11654,,
11655,,
11660,,
11661,,
11663,,
11665,,
11666,,
11670,,
11671,,
11672,,
11673,,
11674,,
11675,,
11676,,
11677,,
11679,,
11680,,
11682,,
11686,,
11687,,
11689,,
11690,,
11691,,
11692,,
11693,,
11695,,
11700,,
11702,,
11703,,
11704,,
11705,,
11707,,
11711,,
11715,,
11716,,
11718,,
11720,,
11722,,
11725,,
11726,,
11727,,
11729,,
11730,,
11731,,
11733,,
11734,,
11735,,
11736,,
11737,,
11738,,
11739,,
11740,,
11741,,
11742,,
11743,,
11744,,
11746,,
11747,,
11749,,
11750,,
11751,,
11752,,
11753,,
11755,,
11758,,
11759,,
11760,,
11761,,
11763,,
11765,,
11767,,
11769,,
11770,,
11771,,
11772,,
11773,,
11777,,
11778,,
11779,,
11781,,
11782,,
11783,,
11785,,
11787,,
11790,,
11791,,
11795,,
11797,,
11798,,
11799,,
11800,,
11802,,
11803,,
11804,,
11806,,
11809,,
11810,,
11811,,
11812,,
11817,,
11820,,
11821,,
11822,,
11823,,
11824,,
11825,,
11826,,
11829,,
11830,,
11831,,
11832,,
11834,,
11835,,
11836,,
11837,,
11840,,
11841,,
11842,,
11847,,
11848,,
11849,,
11850,,
11852,,
11855,,
11857,,
11858,,
11859,,
11861,,
11864,,
11865,,
11866,,
11868,,
11870,,
11872,,
11873,,
11874,,
11875,,
11879,,
11880,,
11883,,
11885,,
11887,,
11888,,
11890,,
11892,,
11893,,
11894,,
11896,,
11897,,
11900,,
11901,,
11902,,
11904,,
11906,,
11907,,
11909,,
11910,,
11911,,
11912,,
11913,,
11916,,
11917,,
11918,,
11919,,
11920,,
11921,,
11922,,
11925,,
11934,,
11935,,
11940,,
11943,,
11944,,
11946,,
11947,,
11949,,
11951,,
11952,,
11953,,
11954,,
11955,,
11957,,
11958,,
11960,,
11961,,
11962,,
11963,,
11964,,
11965,,
11966,,
11967,,
11969,,
11970,,
11973,,
11976,,
11981,,
11982,,
11983,,
11984,,
11985,,
11987,,
11988,,
11989,,
11990,,
11994,,
12000,,
12003,,
12005,,
12007,,
12009,,
12011,,
12012,,
12017,,
12018,,
12019,,
12028,,
12029,,
12030,,
12031,,
12032,,
12033,,
12035,,
12036,,
12038,,
12039,,
12040,,
12041,,
12042,,
12043,,
12044,,
12045,,
12046,,
12049,,
12051,,
12052,,
12053,,
12054,,
12055,,
12057,,
12058,,
12061,,
12062,,
12063,,
12066,,
12067,,
12068,,
12069,,
12070,,
12071,,
12072,,
12073,,
12075,,
12079,,
12080,,
12081,,
12084,,
12085,,
12086,,
12087,,
12090,,
12094,,
12096,,
12098,,
12099,,
12100,,
12102,,
12107,,
12108,,
12109,,
12110,,
12111,,
12112,,
12113,,
12116,,
12117,,
12119,,
12120,,
12122,,
12123,,
12124,,
12125,,
12126,,
12127,,
12130,,
12134,,
12135,,
12136,,
12137,,
12141,,
12142,,
12143,,
12144,,
12145,,
12146,,
12147,,
12150,,
12152,,
12153,,
12155,,
12157,,
12158,,
12163,,
12164,,
12169,,
12175,,
12178,,
12179,,
12181,,
12182,,
12183,,
12184,,
12187,,
12190,,
12194,,
12196,,
12200,,
12201,,
12202,,
12204,,
12206,,
12207,,
12208,,
12209,,
12210,,
12211,,
12212,,
12213,,
12214,,
12215,,
12216,,
12217,,
12219,,
12221,,
12223,,
12225,,
12227,,
12228,,
12229,,
12230,,
12231,,
12232,,
12236,,
12238,,
12239,,
12241,,
12242,,
12243,,
12245,,
12246,,
12247,,
12248,,
12249,,
12251,,
12252,,
12254,,
12257,,
12258,,
12260,,
12261,,
12262,,
12263,,
12264,,
12265,,
12268,,
12270,,
12275,,
12276,,
12279,,
12280,,
12281,,
12282,,
12283,,
12284,,
12285,,
12288,,
12289,,
12290,,
12291,,
12294,,
12295,,
12296,,
12297,,
12298,,
12299,,
12304,,
12305,,
12306,,
12307,,
12309,,
12312,,
12313,,
12315,,
12318,,
12321,,
12322,,
12323,,
12324,,
12326,,
12327,,
12328,,
12329,,
12330,,
12331,,
12333,,
12334,,
12337,,
12338,,
12339,,
12342,,
12346,,
12347,,
12349,,
12350,,
12351,,
12352,,
12353,,
12355,,
12356,,
12357,,
12362,,
12363,,
12364,,
12365,,
12366,,
12367,,
12369,,
12370,,
12371,,
12372,,
12374,,
12375,,
12377,,
12379,,
12381,,
12383,,
12385,,
12387,,
12390,,
12392,,
12396,,
12397,,
12400,,
12401,,
12404,,
12405,,
12407,,
12408,,
12411,,
12412,,
12414,,
12416,,
12418,,
12420,,
12421,,
12422,,
12423,,
12425,,
12429,,
12430,,
12431,,
12432,,
12433,,
12435,,
12436,,
12438,,
12439,,
12440,,
12441,,
12442,,
12445,,
12446,,
12447,,
12449,,
12457,,
12459,,
12461,,
12462,,
12463,,
12464,,
12465,,
12466,,
12467,,
12469,,
12470,,
12473,,
12477,,
12480,,
12482,,
12484,,
12485,,
12487,,
12489,,
12491,,
12492,,
12496,,
12497,,
12498,,
12499,,
12500,,
12503,,
12504,,
12505,,
12507,,
12509,,
12511,,
12514,,
12515,,
12516,,
12517,,
12518,,
12519,,
12520,,
12522,,
12523,,
12525,,
12527,,
12528,,
12534,,
12535,,
12536,,
12538,,
12539,,
12540,,
12541,,
12542,,
12543,,
12544,,
12545,,
12546,,
12547,,
12549,,
12550,,
12552,,
12554,,
12556,,
12558,,
12560,,
12561,,
12562,,
12563,,
12566,,
12567,,
12568,,
12570,,
12571,,
12572,,
12573,,
12574,,
12575,,
12577,,
12578,,
12580,,
12581,,
12584,,
12585,,
12586,,
12587,,
12588,,
12589,,
12590,,
12591,,
12592,,
12594,,
12595,,
12597,,
12600,,
12602,,
12603,,
12604,,
12605,,
12607,,
12608,,
12611,,
12612,,
12613,,
12614,,
12616,,
12617,,
12618,,
12619,,
12623,,
12627,,
12629,,
12630,,
12632,,
12635,,
12640,,
12641,,
12644,,
12646,,
12647,,
12648,,
12650,,
12651,,
12652,,
12653,,
12655,,
12656,,
12664,,
12666,,
12668,,
12669,,
12670,,
12671,,
12673,,
12674,,
12676,,
12679,,
12680,,
12682,,
12683,,
12684,,
12685,,
12688,,
12691,,
12693,,
12694,,
12695,,
12696,,
12697,,
12699,,
12701,,
12705,,
12706,,
12707,,
12709,,
12710,,
12711,,
12713,,
12714,,
12715,,
12717,,
12718,,
12722,,
12723,,
12724,,
12726,,
12727,,
12728,,
12729,,
12731,,
12732,,
12734,,
12735,,
12737,,
12738,,
12739,,
12740,,
12741,,
12742,,
12743,,
12744,,
12747,,
12748,,
12749,,
12751,,
12752,,
12753,,
12755,,
12759,,
12760,,
12761,,
12762,,
12763,,
12766,,
12768,,
12769,,
12770,,
12771,,
12772,,
12773,,
12776,,
12777,,
12778,,
12779,,
12780,,
12781,,
12782,,
12783,,
12784,,
12789,,
12791,,
12792,,
12795,,
12796,,
12798,,
12800,,
12801,,
12802,,
12805,,
12806,,
12809,,
12810,,
12814,,
12815,,
12817,,
12818,,
12819,,
12820,,
12823,,
12824,,
12825,,
12828,,
12831,,
12837,,
12839,,
12842,,
12843,,
12846,,
12847,,
12848,,
12849,,
12851,,
12853,,
12855,,
12856,,
12859,,
12860,,
12863,,
12865,,
12867,,
12868,,
12869,,
12871,,
12872,,
12874,,
12877,,
12879,,
12880,,
12881,,
12885,,
12886,,
12887,,
12888,,
12889,,
12890,,
12892,,
12895,,
12896,,
12898,,
12899,,
12900,,
12902,,
12904,,
12905,,
12906,,
12907,,
12910,,
12912,,
12913,,
12917,,
12919,,
12920,,
12923,,
12924,,
12926,,
12927,,
12928,,
12929,,
12930,,
12931,,
12932,,
12933,,
12937,,
12943,,
12944,,
12945,,
12948,,
12949,,
12950,,
12953,,
12954,,
12955,,
12957,,
12959,,
12960,,
12961,,
12962,,
12963,,
12964,,
12966,,
12967,,
12970,,
12971,,
12972,,
12974,,
12979,,
12981,,
12982,,
12984,,
12987,,
12988,,
12989,,
12990,,
12991,,
12992,,
12993,,
12995,,
12997,,
12999,,
13002,,
13004,,
13005,,
13006,,
13009,,
13010,,
13014,,
13015,,
13016,,
13017,,
13019,,
13021,,
13022,,
13025,,
13026,,
13029,,
13032,,
13034,,
13035,,
13036,,
13038,,
13040,,
13044,,
13045,,
13046,,
13047,,
13049,,
13050,,
13052,,
13053,,
13057,,
13058,,
13059,,
13060,,
13061,,
13062,,
13063,,
13064,,
13065,,
13066,,
13067,,
13068,,
13069,,
13072,,
13073,,
13077,,
13078,,
13081,,
13083,,
13084,,
13087,,
13088,,
13089,,
13091,,
13092,,
13093,,
13094,,
13096,,
13097,,
13099,,
13100,,
13101,,
13102,,
13103,,
13105,,
13106,,
13107,,
13109,,
13111,,
13114,,
13115,,
13117,,
13119,,
13120,,
13121,,
13122,,
13125,,
13128,,
13131,,
13133,,
13135,,
13139,,
13140,,
13142,,
13143,,
13145,,
13146,,
13148,,
13149,,
13150,,
13151,,
13154,,
13157,,
13158,,
13159,,
13160,,
13161,,
13162,,
13163,,
13165,,
13167,,
13168,,
13169,,
13171,,
13172,,
13173,,
13174,,
13175,,
13176,,
13177,,
13178,,
13181,,
13182,,
13184,,
13185,,
13187,,
13190,,
13191,,
13192,,
13193,,
13195,,
13197,,
13200,,
13202,,
13203,,
13205,,
13206,,
13208,,
13209,,
13211,,
13212,,
13213,,
13216,,
13217,,
13218,,
13222,,
13223,,
13224,,
13225,,
13227,,
13229,,
13230,,
13231,,
13232,,
13234,,
13238,,
13239,,
13240,,
13242,,
13244,,
13247,,
13248,,
13249,,
13252,,
13253,,
13254,,
13256,,
13257,,
13260,,
13264,,
13266,,
13267,,
13268,,
13269,,
13270,,
13271,,
13273,,
13274,,
13276,,
13280,,
13281,,
13284,,
13286,,
13287,,
13288,,
13290,,
13291,,
13292,,
13295,,
13296,,
13298,,
13299,,
13300,,
13301,,
13302,,
13305,,
13307,,
13309,,
13310,,
13312,,
13315,,
13316,,
13319,,
13320,,
13321,,
13322,,
13323,,
13325,,
13327,,
13330,,
13331,,
13333,,
13334,,
13335,,
13338,,
13339,,
13340,,
13341,,
13342,,
13343,,
13344,,
13345,,
13346,,
13348,,
13350,,
13351,,
13352,,
13356,,
13361,,
13364,,
13365,,
13366,,
13369,,
13370,,
13372,,
13373,,
13374,,
13376,,
13377,,
13380,,
13381,,
13382,,
13383,,
13384,,
13385,,
13386,,
13389,,
13392,,
13393,,
13394,,
13396,,
13397,,
13398,,
13400,,
13403,,
13404,,
13405,,
13407,,
13408,,
13410,,
13411,,
13412,,
13413,,
13414,,
13415,,
13416,,
13417,,
13419,,
13420,,
13421,,
13422,,
13425,,
13426,,
13427,,
13429,,
13430,,
13431,,
13433,,
13434,,
13436,,
13438,,
13439,,
13440,,
13442,,
13443,,
13444,,
13445,,
13446,,
13447,,
13448,,
13449,,
13450,,
13451,,
13452,,
13453,,
13454,,
13455,,
13458,,
13460,,
13461,,
13464,,
13466,,
13467,,
13472,,
13473,,
13474,,
13476,,
13477,,
13478,,
13479,,
13481,,
13482,,
13484,,
13485,,
13487,,
13488,,
13491,,
13494,,
13495,,
13496,,
13498,,
13499,,
13500,,
13501,,
13503,,
13504,,
13505,,
13506,,
13507,,
13509,,
13515,,
13517,,
13518,,
13519,,
13521,,
13526,,
13527,,
13531,,
13532,,
13534,,
13536,,
13537,,
13538,,
13539,,
13540,,
13541,,
13542,,
13545,,
13546,,
13548,,
13549,,
13551,,
13553,,
13554,,
13555,,
13556,,
13557,,
13558,,
13562,,
13563,,
13564,,
13565,,
13567,,
13568,,
13569,,
13570,,
13571,,
13572,,
13573,,
13574,,
13577,,
13579,,
13580,,
13581,,
13582,,
13585,,
13586,,
13587,,
13588,,
13589,,
13590,,
13593,,
13595,,
13597,,
13598,,
13599,,
13605,,
13607,,
13609,,
13610,,
13611,,
13612,,
13618,,
13619,,
13624,,
13626,,
13630,,
13631,,
13632,,
13633,,
13637,,
13638,,
13639,,
13640,,
13641,,
13643,,
13646,,
13650,,
13651,,
13652,,
13653,,
13654,,
13656,,
13657,,
13658,,
13660,,
13662,,
13663,,
13666,,
13667,,
13669,,
13672,,
13673,,
13674,,
13677,,
13678,,
13682,,
13684,,
13687,,
13691,,
13693,,
13694,,
13696,,
13699,,
13700,,
13701,,
13702,,
13703,,
13704,,
13705,,
13706,,
13707,,
13709,,
13710,,
13713,,
13717,,
13718,,
13719,,
13720,,
13721,,
13722,,
13723,,
13725,,
13726,,
13727,,
13728,,
13729,,
13732,,
13733,,
13734,,
13735,,
13736,,
13737,,
13738,,
13741,,
13742,,
13744,,
13746,,
13749,,
13751,,
13753,,
13754,,
13755,,
13756,,
13757,,
13758,,
13759,,
13760,,
13762,,
13766,,
13767,,
13769,,
13771,,
13776,,
13778,,
13779,,
13780,,
13786,,
13787,,
13789,,
13791,,
13792,,
13793,,
13794,,
13800,,
13802,,
13803,,
13804,,
13807,,
13808,,
13810,,
13811,,
13812,,
13814,,
13815,,
13817,,
13819,,
13820,,
13821,,
13822,,
13823,,
13824,,
13825,,
13826,,
13827,,
13828,,
13832,,
13833,,
13835,,
13836,,
13838,,
13840,,
13841,,
13842,,
13843,,
13844,,
13846,,
13848,,
13849,,
13850,,
13851,,
13853,,
13855,,
13856,,
13858,,
13860,,
13863,,
13864,,
13868,,
13870,,
13872,,
13873,,
13874,,
13875,,
13876,,
13877,,
13879,,
13884,,
13885,,
13888,,
13889,,
13892,,
13894,,
13896,,
13897,,
13899,,
13900,,
13901,,
13902,,
13905,,
13906,,
13907,,
13908,,
13909,,
13911,,
13912,,
13913,,
13914,,
13915,,
13916,,
13920,,
13922,,
13923,,
13924,,
13926,,
13927,,
13928,,
13929,,
13933,,
13935,,
13938,,
13941,,
13944,,
13946,,
13947,,
13948,,
13949,,
13950,,
13952,,
13953,,
13957,,
13958,,
13959,,
13960,,
13961,,
13962,,
13963,,
13964,,
13965,,
13966,,
13967,,
13970,,
13971,,
13973,,
13974,,
13975,,
13976,,
13978,,
13979,,
13982,,
13984,,
13985,,
13987,,
13988,,
13990,,
13991,,
13993,,
13995,,
13996,,
13997,,
13999,,
14001,,
14003,,
14004,,
14005,,
14006,,
14008,,
14010,,
14011,,
14013,,
14015,,
14017,,
14018,,
14019,,
14021,,
14022,,
14023,,
14027,,
14028,,
14029,,
14030,,
14032,,
14035,,
14038,,
14039,,
14040,,
14041,,
14043,,
14045,,
14046,,
14047,,
14048,,
14049,,
14050,,
14052,,
14053,,
14054,,
14055,,
14057,,
14058,,
14059,,
14063,,
14064,,
14067,,
14068,,
14069,,
14070,,
14071,,
14072,,
14075,,
14076,,
14077,,
14080,,
14082,,
14084,,
14085,,
14086,,
14090,,
14091,,
14092,,
14093,,
14094,,
14098,,
14102,,
14107,,
14108,,
14109,,
14110,,
14113,,
14114,,
14115,,
14116,,
14120,,
14123,,
14124,,
14125,,
14126,,
14127,,
14128,,
14129,,
14130,,
14131,,
14132,,
14134,,
14137,,
14138,,
14139,,
14140,,
14141,,
14142,,
14143,,
14144,,
14148,,
14149,,
14151,,
14153,,
14159,,
14161,,
14163,,
14164,,
14167,,
14169,,
14170,,
14171,,
14174,,
14175,,
14176,,
14177,,
14178,,
14181,,
14182,,
14184,,
14186,,
14189,,
14190,,
14192,,
14193,,
14195,,
14196,,
14198,,
14201,,
14203,,
14204,,
14205,,
14207,,
14209,,
14212,,
14213,,
14214,,
14215,,
14216,,
14217,,
14219,,
14221,,
14224,,
14225,,
14226,,
14227,,
14228,,
14229,,
14230,,
14231,,
14232,,
14233,,
14234,,
14235,,
14236,,
14239,,
14240,,
14241,,
14242,,
14243,,
14244,,
14245,,
14246,,
14247,,
14248,,
14249,,
14251,,
14253,,
14256,,
14257,,
14258,,
14262,,
14263,,
14264,,
14265,,
14266,,
14267,,
14268,,
14271,,
14273,,
14274,,
14277,,
14279,,
14283,,
14285,,
14287,,
14289,,
14290,,
14291,,
14292,,
14293,,
14294,,
14295,,
14296,,
14297,,
14299,,
14302,,
14305,,
14308,,
14309,,
14310,,
14313,,
14314,,
14316,,
14317,,
14318,,
14319,,
14320,,
14322,,
14323,,
14325,,
14326,,
14327,,
14331,,
14334,,
14335,,
14336,,
14338,,
14339,,
14340,,
14341,,
14345,,
14346,,
14351,,
14353,,
14354,,
14355,,
14356,,
14357,,
14358,,
14359,,
14360,,
14361,,
14362,,
14363,,
14364,,
14366,,
14367,,
14368,,
14369,,
14370,,
14371,,
14376,,
14378,,
14380,,
14383,,
14384,,
14385,,
14386,,
14387,,
14390,,
14391,,
14392,,
14393,,
14394,,
14395,,
14396,,
14397,,
14398,,
14401,,
14402,,
14403,,
14406,,
14407,,
14408,,
14410,,
14412,,
14413,,
14414,,
14415,,
14417,,
14418,,
14419,,
14421,,
14422,,
14423,,
14424,,
14425,,
14426,,
14428,,
14429,,
14430,,
14431,,
14433,,
14435,,
14437,,
14438,,
14440,,
14442,,
14443,,
14444,,
14446,,
14449,,
14451,,
14452,,
14453,,
14455,,
14457,,
14458,,
14459,,
14462,,
14463,,
14464,,
14466,,
14468,,
14470,,
14471,,
14473,,
14474,,
14476,,
14477,,
14479,,
14480,,
14481,,
14485,,
14487,,
14489,,
14490,,
14492,,
14493,,
14494,,
14495,,
14497,,
14498,,
14499,,
14500,,
14501,,
14503,,
14504,,
14505,,
14506,,
14509,,
14510,,
14511,,
14518,,
14520,,
14521,,
14523,,
14524,,
14525,,
14527,,
14529,,
14530,,
14531,,
14532,,
14534,,
14540,,
14541,,
14544,,
14545,,
14549,,
14550,,
14551,,
14553,,
14555,,
14556,,
14557,,
14558,,
14559,,
14560,,
14562,,
14563,,
14565,,
14566,,
14567,,
14568,,
14569,,
14571,,
14572,,
14574,,
14575,,
14576,,
14577,,
14579,,
14580,,
14581,,
14582,,
14583,,
14585,,
14586,,
14588,,
14591,,
14593,,
14594,,
14595,,
14596,,
14598,,
14599,,
14600,,
14601,,
14602,,
14603,,
14605,,
14606,,
14608,,
14609,,
14613,,
14614,,
14615,,
14616,,
14618,,
14619,,
14621,,
14622,,
14625,,
14627,,
14628,,
14629,,
14630,,
14636,,
14638,,
14639,,
14643,,
14646,,
14647,,
14648,,
14649,,
14650,,
14651,,
14652,,
14653,,
14654,,
14655,,
14656,,
14658,,
14660,,
14661,,
14662,,
14663,,
14664,,
14665,,
14669,,
14673,,
14675,,
14676,,
14678,,
14681,,
14683,,
14684,,
14686,,
14687,,
14688,,
14691,,
14692,,
14693,,
14694,,
14695,,
14696,,
14697,,
14699,,
14701,,
14702,,
14705,,
14706,,
14707,,
14708,,
14709,,
14710,,
14711,,
14712,,
14714,,
14716,,
14717,,
14719,,
14721,,
14722,,
14723,,
14724,,
14725,,
14727,,
14730,,
14732,,
14733,,
14735,,
14737,,
14738,,
14739,,
14745,,
14747,,
14748,,
14751,,
14752,,
14755,,
14756,,
14757,,
14758,,
14760,,
14763,,
14767,,
14769,,
14770,,
14771,,
14772,,
14778,,
14779,,
14780,,
14781,,
14785,,
14786,,
14787,,
14790,,
14791,,
14792,,
14793,,
14794,,
14795,,
14797,,
14799,,
14800,,
14803,,
14804,,
14805,,
14808,,
14810,,
14811,,
14812,,
14816,,
14819,,
14821,,
14827,,
14829,,
14830,,
14831,,
14832,,
14833,,
14834,,
14835,,
14836,,
14838,,
14839,,
14840,,
14841,,
14843,,
14845,,
14846,,
14849,,
14851,,
14853,,
14855,,
14858,,
14859,,
14861,,
14862,,
14863,,
14865,,
14866,,
14867,,
14868,,
14869,,
14870,,
14874,,
14875,,
14876,,
14880,,
14882,,
14885,,
14886,,
14888,,
14890,,
14891,,
14892,,
14895,,
14896,,
14898,,
14899,,
14900,,
14901,,
14903,,
14904,,
14908,,
14911,,
14912,,
14913,,
14917,,
14919,,
14920,,
14922,,
14925,,
14929,,
14932,,
14933,,
14934,,
14935,,
14937,,
14938,,
14939,,
14940,,
14941,,
14942,,
14943,,
14944,,
14945,,
14948,,
14950,,
14951,,
14953,,
14955,,
14957,,
14959,,
14960,,
14962,,
14965,,
14968,,
14969,,
14977,,
14978,,
14980,,
14982,,
14983,,
14984,,
14985,,
14986,,
14988,,
14991,,
14993,,
14995,,
14997,,
14998,,
15000,,
15002,,
15004,,
15010,,
15013,,
15018,,
15020,,
15021,,
15022,,
15024,,
15026,,
15030,,
15031,,
15032,,
15033,,
15035,,
15036,,
15037,,
15038,,
15039,,
15041,,
15044,,
15046,,
15047,,
15048,,
15049,,
15051,,
15052,,
15053,,
15054,,
15055,,
15056,,
15058,,
15061,,
15062,,
15065,,
15066,,
15069,,
15070,,
15071,,
15073,,
15074,,
15075,,
15076,,
15077,,
15080,,
15081,,
15082,,
15083,,
15084,,
15085,,
15086,,
15087,,
15088,,
15089,,
15091,,
15092,,
15094,,
15095,,
15096,,
15099,,
15100,,
15101,,
15102,,
15103,,
15104,,
15106,,
15107,,
15108,,
15111,,
15112,,
15114,,
15116,,
15119,,
15120,,
15121,,
15123,,
15125,,
15127,,
15128,,
15132,,
15133,,
15136,,
15137,,
15138,,
15139,,
15140,,
15142,,
15143,,
